day,hedge_stock,action,stocks,new_allocation$,new_quantity,target_price,signal
29,SFM,short to hedge,AZO,-41.35825759263045,-0.05048553800933881,819.21,-99.0
29,SFM,short to hedge,BBY,-977.6726721880151,-15.746056888194799,62.09,-99.0
29,SFM,short to hedge,BURL,-531.5821298586476,-3.578713678865273,148.54,-99.0
29,SFM,short to hedge,CASY,-203.8594031289638,-1.6248956091898916,125.46,-99.0
29,SFM,short to hedge,COST,-842.1529190378673,-3.853012394371905,218.57,-99.0
29,SFM,short to hedge,CRI,-3.042274636414554,-0.033646036677887126,90.42,-99.0
29,SFM,short to hedge,CVS,-262.8229885897423,-3.5001063868656583,75.09,-99.0
29,SFM,short to hedge,DG,-640.5743808581135,-6.089110084202599,105.2,-99.0
29,SFM,short to hedge,DKS,-921.7304067259219,-26.26012554774706,35.1,-99.0
29,SFM,short to hedge,DLTR,-536.2402680277481,-6.52916434954034,82.13,-99.0
29,SFM,short to hedge,FL,-416.4666554357052,-7.863796363967243,52.96,-99.0
29,SFM,short to hedge,FND,-293.30894154068596,-8.961470868948549,32.73,-99.0
29,SFM,short to hedge,GPS,-961.7527483653404,-37.26279536479428,25.81,-99.0
29,SFM,short to hedge,GRUB,-473.0405449587802,-6.019093331960557,78.59,-99.0
29,SFM,short to hedge,HD,-914.334902974723,-5.400678694475623,169.3,-99.0
29,SFM,short to hedge,JWN,-785.9363315616406,-15.018848300432651,52.33,-99.0
29,SFM,short to hedge,KMX,-2099.9993496015304,-33.62150735833382,62.46,-99.0
29,SFM,short to hedge,KORS,-110.84162987711261,-2.4468350966250028,45.3,-99.0
29,SFM,short to hedge,KR,-275.65011004265796,-9.334578734935928,29.53,-99.0
29,SFM,short to hedge,KSS,-483.5375112295795,-7.293175131667866,66.3,-99.0
29,SFM,short to hedge,LB,-264.29747754785313,-8.998892664210185,29.37,-99.0
29,SFM,short to hedge,LOW,-788.5528399797123,-8.923309267621503,88.37,-99.0
29,SFM,short to hedge,LULU,-857.1983233225232,-6.919586077837611,123.88,-99.0
29,SFM,short to hedge,M,-249.42816139544453,-7.653518299952271,32.59,-99.0
29,SFM,short to hedge,MIK,-538.9741720060572,-32.37082114150494,16.65,-99.0
29,SFM,short to hedge,ORLY,-329.62401582429567,-0.9538283923383751,345.58,-99.0
29,SFM,short to hedge,PAG,-2981.3213903321102,-68.98013397344077,43.22,-99.0
29,SFM,short to hedge,QRTEA,-364.1729698913389,-17.097322530109807,21.3,-99.0
29,SFM,short to hedge,RL,-467.30743626348624,-4.070622267103539,114.8,-99.0
29,SFM,short to hedge,ROST,-630.0976669705325,-7.718947286175824,81.63,-99.0
29,SFM,short to hedge,SFM,-0.0,-0.0,26.82,-99.0
29,SFM,short to hedge,TGT,-650.1643398673506,-9.387299160660563,69.26,-99.0
29,SFM,short to hedge,TIF,-1379.184916864157,-13.475182382649312,102.35,-99.0
29,SFM,short to hedge,TJX,-450.2700394721154,-9.754550248529364,46.16,-99.0
29,SFM,short to hedge,TPR,-1195.7848996382813,-31.57604699335309,37.87,-99.0
29,SFM,short to hedge,TSCO,-406.28413866446306,-4.564990322072618,89.0,-99.0
29,SFM,short to hedge,ULTA,-24.999738562359394,-0.08230095655240781,303.76,-99.0
29,SFM,short to hedge,URBN,-1136.7190702611838,-30.3935580283739,37.4,-99.0
29,SFM,short to hedge,W,-0.0,-0.0,88.16,-99.0
29,SFM,short to hedge,WBA,-476.38641022655906,-5.97274837295084,79.76,-99.0
29,SFM,short to hedge,WMT,-720.1333351388921,-7.64716295145898,94.17,-99.0
29,SFM,short to hedge,WSM,-839.6973074603231,-15.957759548846887,52.62,-99.0
