day,hedge_stock,action,stocks,new_allocation$,new_quantity,target_price,signal
29,VTR,short to hedge,SEIC,-120.78158344419349,-2.275034534642936,53.09,-99.0
29,VTR,short to hedge,SITC,-65.93764458331674,-5.748704845973561,11.47,-99.0
29,VTR,short to hedge,SIVB,-228.22625330492025,-0.997884890494164,228.71,-99.0
29,VTR,short to hedge,SLG,-199.96603437461425,-2.1573636247126364,92.69,-99.0
29,VTR,short to hedge,SLM,-103.69961541476901,-10.257133077623049,10.11,-99.0
29,VTR,short to hedge,SNH,-38.19799071020948,-2.8463480409992163,13.42,-99.0
29,VTR,short to hedge,SNV,-150.20962217672596,-4.13914638128206,36.29,-99.0
29,VTR,short to hedge,SPG,-164.2543589013774,-0.8974667189453469,183.02,-99.0
29,VTR,short to hedge,SRC,-189.65003541243166,-25.08598352016292,7.56,-99.0
29,VTR,short to hedge,STI,-135.86389826888632,-2.194893348447275,61.9,-99.0
29,VTR,short to hedge,STL,-151.37938310681747,-8.363501829105937,18.1,-99.0
29,VTR,short to hedge,STOR,-302.3634614023631,-10.365562612353894,29.17,-99.0
29,VTR,short to hedge,STT,-24.844614374019805,-0.3446332969069192,72.09,-99.0
29,VTR,short to hedge,STWD,-9.582661325453442,-0.4371652064531679,21.92,-99.0
29,VTR,short to hedge,SUI,-289.03510672991405,-2.826749210072509,102.25,-99.0
29,VTR,short to hedge,SYF,-43.79893511380242,-1.706895366866813,25.66,-99.0
29,VTR,short to hedge,TCBI,-50.796576614485026,-0.8706989477971379,58.34,-99.0
29,VTR,short to hedge,TCF,-199.71516364899853,-9.182306374666599,21.75,-99.0
29,VTR,short to hedge,TCO,-106.652035771622,-2.1152724270452596,50.42,-99.0
29,VTR,short to hedge,TFSL,-315.66731300965813,-20.055102478377265,15.74,-99.0
29,VTR,short to hedge,THG,-106.42703453005852,-0.9645371989311086,110.34,-99.0
29,VTR,short to hedge,TMK,-217.93516877999306,-2.531186629268212,86.1,-99.0
29,VTR,short to hedge,TROW,-197.64473027259672,-2.091257330151272,94.51,-99.0
29,VTR,short to hedge,TRV,-87.21252495888339,-0.682627778325637,127.76,-99.0
29,VTR,short to hedge,TWO,-0.0,-0.0,14.07,-99.0
29,VTR,short to hedge,UDR,-328.79465071256357,-7.986267930837103,41.17,-99.0
29,VTR,short to hedge,UHAL,-38.791055116412174,-0.11075563932278487,350.24,-99.0
29,VTR,short to hedge,UMPQ,-235.95727138946043,-12.219434043990702,19.31,-99.0
29,VTR,short to hedge,UNIT,-338.87903055112076,-17.93959928804239,18.89,-99.0
29,VTR,short to hedge,UNM,-131.32160986047535,-3.7012855090325636,35.48,-99.0
29,VTR,short to hedge,URI,-41.637839014445184,-0.36847645145526714,113.0,-99.0
29,VTR,short to hedge,USB,-177.69447524330164,-3.310254754905023,53.68,-99.0
29,VTR,short to hedge,V,-74.80383704098702,-0.5564933569482743,134.42,-99.0
29,VTR,short to hedge,VER,-158.75786728486082,-21.16771563798144,7.5,-99.0
